SiteUnit,Species,MeanCov,Constancy,nPlots
ESSFwc 2 /03,BARBILO,1.80701754385965,3.50877192982456,57
ESSFdc 1 /110,GYMNDRY,10.5,41.6666666666667,12
ESSFxv 2 /02,FLAVNIV,0.0625,12.5,16
ESSFwc 2 /06,RIBELAC,3.03846153846154,84.6153846153846,13
IDF xh 1 /112,ROSAGYM,0.666666666666667,66.6666666666667,3
ICH mw 2 /Ws10,CORNSER,0.366666666666667,66.6666666666667,3
MS  dm 1 /101,BRACHYL,0.176470588235294,17.6470588235294,17
ICH xw  a/101,TSUGHET,0.25,50,4
ICH mk 3 /05,PLEUSCH,2.22,100,5
ICH dm   /110,FESTUCA,0.0112222222222222,22.2222222222222,9
ESSFxc 2 /112,RHIZPSE,7.85714285714286,28.5714285714286,7
ESSFdc 1 /110,PEDIRAC,0.109166666666667,25,12
SBPSmk   /07,AMELALN,0.157142857142857,28.5714285714286,7
BWBSmk   /112,EQUISCI,0.364705882352941,23.5294117647059,17
IDF xx 2 /103,PULSNUT,0.8,60,10
IDF xw   /01,LOMAMAC,0.0142857142857143,14.2857142857143,14
BWBSdk   /111,ORTHSEC,0.8474,66.6666666666667,15
IDF dk 1 /101,ANTEANA,0.0629032258064516,6.45161290322581,62
ICH mc 2 /03,RHYTTRI,8.75,80,20
ESSFmh   /105,FESTOCC,0.0727272727272727,27.2727272727273,11
IDF dk 4 /01,MAIARAC,0.01,18.1818181818182,22
ICH mk 3 /02,CHIMUMB,5.03333333333333,100,3
SBS wk 3 /07,GOODOBL,0.025,25,8
BWBSmw   /103,AULAPAL,0.14,12,25
IDF xh 2 /103,AMELALN,3.52380952380952,66.6666666666667,21
ESSFwk 1 /02,CAREX,0.1,9.52380952380952,21
ESSFvc   /03,DICRPAI,3.125,25,8
ESSFmh   /110,ORTHSEC,0.314285714285714,38.0952380952381,21
ICH dm   /103,CLINUNI,0.435714285714286,33.3333333333333,21
IDF dk 4 /10,PELTAPH,1.34,100,5
MH  mm 2 /101a,SCAPBOL,0.0386075949367089,3.16455696202532,158
SBS dw 1 /07,LATHOCH,1.28571428571429,100,7
PP  xh 2 /110.2,CLADBOE,0.115384615384615,23.0769230769231,13
SBPSxc   /01,ANTENNA,0.0346938775510204,6.12244897959184,49
ICH vk 1 /103,PAXIMYR,0.372727272727273,36.3636363636364,11
ICH mw 4 /104.1,RHYTROB,8.125,75,12
IDF dm 2 /Ws07,EQUIARV,14.5,100,4
CWH ws 2 /07,LYCOCLA,0.0833333333333333,16.6666666666667,12
CWH ws 2 /07,RHYTROB,1.04166666666667,25,12
ICH wk 1 /04,HYPNUM,0.0348837209302326,4.65116279069768,43
CWH ws 2 /07,POLYJUN,0.666666666666667,16.6666666666667,12
ICH wc   /04,VIOLORB,0.0555555555555556,22.2222222222222,9
IDF dm 1 /103,PENSFRU,0.166666666666667,33.3333333333333,6
CWH ws 2 /06,ALNURUB,6.90697674418605,23.2558139534884,43
ESSFdk 1 /101,MITENUD,0.333333333333333,22.2222222222222,18
CWH ws 2 /06,POPUTRI,1.74418604651163,13.953488372093,43
SBS dw 2 /10,CIRCALP,0.25,50,4
IDF dm 2 /112,POA_PAL,0.1,20,10
BWBSwk 1 /104,PYROASA,0.492,32,25
ESSFxc 2 /112,TIARTRI2,0.357142857142857,28.5714285714286,7
CWH ws 2 /06,RACOMIT,1.3953488372093,6.97674418604651,43
CWH ws 2 /06,SALISIT,0.481395348837209,13.953488372093,43
ICH vk 1 /104,PYROASA,0.166666666666667,25,24
SBS wk 3 /07,PTILCRI,14.75,100,8
SBS mk 1 /06,CORNCAN,15.1428571428571,100,7
IDF xh 2 /111,EURYCON,0.783333333333333,66.6666666666667,12
SBS mw   /08,SORBSCO,0.02,20,10
ESSFxc 2 /110,ALNUALN2,0.110344827586207,6.89655172413793,29
ESSFmkw  /111,PODAHUM,0.8,50,4
SBS wk 3 /06,GOODOBL,0.0571428571428571,57.1428571428571,7
SBS mk 1 /08,PTILCRI,2.92,100,5
ICH mc 1 /02,ABIELAS,8.5,100,2
MS  dk   /111,VACCMEM,0.0352941176470588,11.7647058823529,17
ICH vk 2 /03,TSUGHET,42,100,2
ICH mw 2 /104,APOCAND,0.0555555555555556,11.1111111111111,27
IDF dh   /102,ACHIMIL,1.15,100,2
ICH mc 2 /04,PLAGINS,0.9,21.4285714285714,28
IDF dm 2 /101,CLADSUL,0.0214893617021277,4.25531914893617,47
CWH ws 2 /06,PYROASA,0.290697674418605,6.97674418604651,43
SBS mc 3 /03,STEREOC,0.34,80,5
ICH mc 2 /01,CORYCOR,0.0065359477124183,1.30718954248366,153
CWH ws 2 /06,CYSTFRA,0.0348837209302326,4.65116279069768,43
ICH mk 3 /01,THUJPLID,0.333333333333333,27.7777777777778,18
SBS wk 1 /05,HYLOSPL,16.1666666666667,41.6666666666667,12
ESSFdh 1 /103,ARNICOR,0.375,50,4
ICH dk   /09,TIARTRI,0.35,100,2
CWH ws 2 /06,CHAMLAT,0.0581395348837209,4.65116279069768,43
IDF dk 2 /104,CASTMIN,0.0609756097560976,4.87804878048781,41
ICH dm   /112,THUJPLI,4.16666666666667,66.6666666666667,6
SBS mc 3 /03,FRAGVIR,0.6,60,5
CWH ws 2 /06,RHYTSQU,0.162790697674419,4.65116279069768,43
ESSFmcw  /101,CHAMANG,0.0125,12.5,24
ESSFmv 2 /01,NEOOFLO,1.5024,12,50
ICH vk 2 /05,RIBELAC,3,100,2
ICH mk 3 /01,LINNBOR,2.73333333333333,94.4444444444444,18
MH  mm 1 /08,SORBSCO,0.385714285714286,28.5714285714286,7
IDF xh 2 /112,ROSANUT,0.833333333333333,33.3333333333333,9
MH  mm 1 /08,POA,0.2,28.5714285714286,7
MH  mm 1 /08,CHAMANG,0.857142857142857,28.5714285714286,7
MH  mm 1 /08,LUETPEC,0.857142857142857,28.5714285714286,7
ICH mc 2 /09,PELTAPH,0.75,50,4
MH  mm 1 /08,CALAMAG,1.14285714285714,28.5714285714286,7
MH  mm 1 /08,CARESPE,7.42857142857143,28.5714285714286,7
MH  mm 1 /08,SANGSTI,2.14285714285714,57.1428571428571,7
MH  mm 1 /08,VALESIT,14,57.1428571428571,7
MH  mm 1 /08,GYMNDRY,0.528571428571429,42.8571428571429,7
MS  dm 1 /101,AMELALN,0.352941176470588,29.4117647058824,17
IDF dk 1 /105,PSEUMEN,5.35,50,10
MH  mm 1 /08,VERAVIR,3.21428571428571,71.4285714285714,7
MH  mm 1 /08,DRYOFIL,0.857142857142857,28.5714285714286,7
SBS dw 2 /11,DREPANO,1,60,5
ICH mw 3 /04,PICEENE,0.879310344827586,24.1379310344828,29
ICH mw 3 /06,POLYJUN,0.0961538461538462,11.5384615384615,26
MH  mm 1 /07,VAHLATR,1.23333333333333,66.6666666666667,6
MH  mm 1 /07,BRACHYT,4.5,50,6
MS  dk   /Wb15,PLEUSCH,3,100,6
MH  mm 1 /07,PLAGINS,3.83333333333333,33.3333333333333,6
MH  mm 1 /07,VERAVIR,0.566666666666667,50,6
MH  mm 1 /07,SORBSCO,0.566666666666667,33.3333333333333,6
MH  mm 1 /07,GYMNDRY,1.45,50,6
MH  mm 1 /07,SALIBAC,12.5,50,6
MH  mm 1 /07,EPILOBI,0.683333333333333,66.6666666666667,6
MH  mm 1 /07,ATHYFIL,13.1666666666667,66.6666666666667,6
MH  mm 1 /07,VALESIT,10.45,83.3333333333333,6
MH  mm 1 /07,PECTPET,0.35,50,6
IDF ww   /04,HOLODIC,3.06,40,10
MH  mm 1 /07,SALIX,5.16666666666667,33.3333333333333,6
ESSFmh   /103,POPUTRE,0.5,20,10
ESSFdcw  /103,LUZUHIT,2.94444444444444,55.5555555555556,9
ESSFxc 2 /112,SPHAGNU,3.14285714285714,57.1428571428571,7
IDF dm 2 /112,CYNOOFF,0.2,20,10
MH  mm 2 /03,DICRANU,7.4,80,5
MH  mm 2 /03,ABIEAMA,5.86,80,5
MH  mm 2 /03,CASSMER,5.4,40,5
MH  mm 2 /03,LUETPEC,4.2,40,5
MH  mm 2 /03,ABIELAS,8.84,60,5
MH  mm 2 /03,VACCMEM,11.4,100,5
MH  mm 2 /03,TSUGMER,5.36,100,5
SBPSmk   /04,SHEPCAN,4.19230769230769,100,13
MH  mm 2 /04,LUZULA,0.0555555555555556,11.1111111111111,18
BWBSwk 1 /104,SALIGLA,0.044,8,25
SBPSmk   /07,ROSAACI,1.37142857142857,85.7142857142857,7
BWBSmk   /101,DASIFRU,0.00326086956521739,2.17391304347826,92
BWBSdk   /111,GEOCLIV,0.8672,20,15
ESSFxv 1 /01,ELYMGLA,0.03,20,10
SBS mc 3 /07,OSMOBER,0.1875,87.5,8
ESSFdc 1 /101,SORBSCO,0.0308333333333333,8.33333333333333,36
ESSFwh 3 /110,VALESIT,1.134375,21.875,32
SBS mw   /03,ORTHSEC,0.1,100,2
MH  mm 2 /04,PHYLEMP,0.333333333333333,11.1111111111111,18
MH  mm 2 /06,VERAVIR,6.5,100,3
MH  mm 2 /06,TIARTRI,1.46666666666667,100,3
MH  mm 2 /06,VALESIT,10.6666666666667,100,3
MH  mm 2 /06,HERAMAX,9.33333333333333,66.6666666666667,3
MH  mm 2 /06,GYMNDRY,6.66666666666667,66.6666666666667,3
MS  dm 2 /101,PSEUMEND,0.0133333333333333,2.66666666666667,75
BWBSmk   /103,BETUPAP,0.5625,12.5,16
MH  mm 2 /06,ATHYFIL,5.16666666666667,66.6666666666667,3
MH  mm 2 /06,SANGSTI,3,100,3
MH  mm 1 /08,SENETRI,3.85714285714286,42.8571428571429,7
BWBSwk 1 /110,EQUIPRA,1.33333333333333,66.6666666666667,6
MH  mm 1 /08,EPILOBI,0.485714285714286,42.8571428571429,7
MH  mm 1 /08,BRACHYT,7.42857142857143,28.5714285714286,7
CWH ms 2 /09,PROSHOO,2.875,25,8
MH  mm 1 /08,GALITRF,0.2,28.5714285714286,7
MH  mm 1 /08,HERAMAX,5.85714285714286,28.5714285714286,7
SBS mc 1 /08,CAREDIS,3.2,75,8
IDF dm 1 /104,BRYUCAE,0.366666666666667,26.6666666666667,15
MH  mm 2 /104,ELLIPYR,9.3375,58.3333333333333,12
MH  mm 2 /104,ABIEAMA,3.66666666666667,50,12
MH  mm 2 /104,RUBUPED,3.125,58.3333333333333,12
IDF dk 1 /111,PELTCAN,0.344444444444444,33.3333333333333,18
MS  xv   /06,AULACOM,0.0571428571428571,10.7142857142857,28
MH  mm 2 /104,LOPHOZI,2.91666666666667,16.6666666666667,12
ICH vk 1 /103,NEOOFLO,0.409090909090909,27.2727272727273,11
IDF dk 2 /111,RANUUNC,0.0538461538461538,15.3846153846154,13
SBS mm   /08,PINUCON2,0.333333333333333,33.3333333333333,6
MH  mm 1 /07,SALISIT,12,50,6
MS  xv   /02,POLEPUL,0.06,30,10
ESSFwc 4 /111,CAREX,0.695454545454545,13.6363636363636,22
MH  mm 1 /07,CHAMLAT,1.45,33.3333333333333,6
MH  mm 1 /07,ERYTLEW,0.233333333333333,33.3333333333333,6
MH  mm 1 /07,ALNUALN,70.8333333333333,83.3333333333333,6
ESSFwh 3 /101,LARIOCC,0.296296296296296,7.40740740740741,27
ESSFdkw  /102,ANTELAN,0.25,16.6666666666667,12
ICH wk 1 /104,GOODREP,0.111111111111111,8.88888888888889,45
MH  mm 1 /01,CASSMER,1.101875,20,80
SBS mk 1 /09,ROSAACI,2.16666666666667,88.8888888888889,9
ICH mw 2 /101,OSMOBER,0.0652173913043478,8.69565217391304,23
MH  mm 1 /01,PHYLEMP,6.37875,32.5,80
MH  mm 1 /05,TIARTRI2,1.60909090909091,36.3636363636364,11
SBS dw 2 /03,FRAGVIR,0.75,100,2
ICH xw   /101,PYROCHL,0.105315789473684,21.0526315789474,19
SBS mw   /03,RHYTTRI,1.05,100,2
MH  mm 1 /05,VACCMEM,2.9,72.7272727272727,11
BWBSmw   /111,SALIBEB,0.135135135135135,5.40540540540541,37
MH  mm 1 /05,VALESIT,2.10909090909091,36.3636363636364,11
MH  mm 1 /05,SANGSTI,0.463636363636364,18.1818181818182,11
MH  mm 1 /05,PHYLEMP,1.1,27.2727272727273,11
MH  mm 1 /05,VAHLATR,0.1,18.1818181818182,11
ICH wk 1 /103,ACERGLA,0.722222222222222,16.6666666666667,18
MH  mm 1 /05,SCAPBOL,0.581818181818182,27.2727272727273,11
BWBSmk   /104,PELTPOY,0.0130841121495327,1.86915887850467,107
SBS wk 1 /05,SYMPALB,0.0916666666666667,16.6666666666667,12
MH  mm 1 /09,DICRANU,24,50,4
MH  mm 1 /09,ALNUALN,22.5,50,4
MH  mm 1 /07,HERAMAX,1,33.3333333333333,6
SBS wk 1 /07,CALACAN6,0.64375,25,16
MH  mm 1 /07,VIOLGLA,1.33333333333333,33.3333333333333,6
MH  mm 1 /07,GALITRF,0.666666666666667,33.3333333333333,6
SBS dw 2 /01,NEOTCOR,0.00512820512820513,5.12820512820513,39
ESSFvc   /04,TSUGMER,3.42857142857143,28.5714285714286,14
MH  mm 1 /07,SENETRI,0.233333333333333,33.3333333333333,6
MH  mm 1 /07,TIARTRI,0.783333333333333,50,6
MH  mm 1 /07,STREAMP,0.35,50,6
ICH mk 3 /03,RHYTTRI,3.5,100,2
MH  mm 1 /07,RUBUSPE,0.45,33.3333333333333,6
IDF xh 1 /110,PELTIGE,0.0892857142857143,7.14285714285714,28
MH  mm 1 /07,SAMBRAC,1.33333333333333,33.3333333333333,6
SBS dw 3 /01,FESTOCC,0.0111111111111111,11.1111111111111,18
MH  mm 1 /07,STRELAN,6.83333333333333,33.3333333333333,6
ICH mw 4 /112,LYCOANN,0.0247619047619048,9.52380952380952,21
IDF dk 2 /111,SHEPCAN,0.692307692307692,23.0769230769231,13
MH  mm 1 /07,TELLGRA,0.783333333333333,33.3333333333333,6
ESSFwm 3 /112,VERAVIR,7,100,2
ESSFwh 3 /111,STRELAN,0.231,45,20
MH  mm 1 /06,CAREX,11.6666666666667,22.2222222222222,9
MH  mm 1 /06,SPHAGNU,5.55555555555556,33.3333333333333,9
ESSFwm 3 /111,VAHLATR,0.255,30,20
MH  mm 1 /06,LYSIAME,0.377777777777778,44.4444444444444,9
SBS dw 2 /08,VACCMYL,0.0933333333333333,33.3333333333333,15
SBS mc 3 /07,PYROCHL,0.025,25,8
ICH vk 2 /06,PICEENE,3.275,75,4
ESSFmm 3 /101,SANIUNC,0.632352941176471,11.7647058823529,34
IDF xh 1 /110,PELTMEM,0.0535714285714286,10.7142857142857,28
SBPSmk   /07,OSMOBER,0.0571428571428571,57.1428571428571,7
CWH ws 2 /06,VIOLA,0.27906976744186,9.30232558139535,43
ESSFwk 1 /05,CALACAN,0.00689655172413793,6.89655172413793,29
BWBSdk   /103,STERPAS,0.0444444444444444,8.33333333333333,36
IDF mw 2 /01,ARCTUVA,0.109375,6.25,32
ICH wk 1 /104,OPLOHOR,0.0377777777777778,8.88888888888889,45
ICH mw 3 /06,DICRANU,0.326923076923077,11.5384615384615,26
IDF xx 1 /103,PINUPOND,0.25,50,6
MH  mm 1 /01,SAMBRAC,0.0325,3.75,80
ESSFwm 3 /105,BARBLYC,0.0153846153846154,15.3846153846154,13
MH  mm 1 /01,ELLIPYR,2.66,41.25,80
MH  mm 1 /01,CORNCAN,1.6319125,45,80
SBS vk   /02,CLADARB,0.1,33.3333333333333,6
MH  mm 1 /01,LOPHOZI,0.1475,5,80
MH  mm 1 /01,PLEUSCH,3.59375,31.25,80
MS  dm 2 /103,SORBSCO,0.138888888888889,11.1111111111111,18
ICH mw 5 /104,PROSHOO,0.153333333333333,13.3333333333333,15
ICH dk   /02,PELTIGE,0.575,62.5,8
SBPSxc   /01,PSEUSPI,0.153061224489796,8.16326530612245,49
IDF xh 2 /110,FRAGVIR,0.377272727272727,31.8181818181818,22
IDF dm 2 /101,DICRPOL,0.440425531914894,21.2765957446809,47
ESSFmh   /105,THALOCC,0.0909090909090909,18.1818181818182,11
ESSFwh 1 /104,CLADONI,0.075625,25,16
BG  xh 3 /111,JUNISCO,2.425,75,4
SBPSxc   /02,PYROLA,0.00222222222222222,11.1111111111111,27
MH  mm 2 /06,SENETRI,8.83333333333333,66.6666666666667,3
ICH vk 1 /110,LONIINV,4.1875,62.5,8
MH  mm 2 /06,ABIELAS,8.56666666666667,66.6666666666667,3
MH  mm 2 /04,SORBSCO,0.15,11.1111111111111,18
ICH dk   /09,ALNUINC,3.5,100,2
ESSFmv 3 /04,VIBUEDU,1.58823529411765,47.0588235294118,17
ICH mw 2 /113,ATHYFIL,12.25,75,4
MH  mm 1 /08,CAREMAO,12,28.5714285714286,7
MH  mm 1 /08,EQUISET,0.671428571428572,28.5714285714286,7
ESSFwv   /06,VACCOVL,8.4,50,10
MH  mm 1 /08,VIOLA,0.857142857142857,28.5714285714286,7
IDF xk   /112,ACERGLA,3.01818181818182,54.5454545454545,11
ICH wc   /08,VACCMEM,0.0875,25,8
IDF ww   /02,PLEUSCH,6.66666666666667,66.6666666666667,3
BG  xw 2 /114,JUNISCO,0.357142857142857,28.5714285714286,7
MH  mm 1 /04,TIARTRI2,0.477272727272727,27.2727272727273,11
SBS dw 1 /01,HIERALI,0.0189189189189189,18.9189189189189,37
IDF dk 2 /104,SYNTRUR,0.268292682926829,19.5121951219512,41
SBS wk 1 /07,VIOLA,0.383125,43.75,16
ESSFmkw  /103,BARBLYC,1.74285714285714,57.1428571428571,7
MH  mm 1 /04,GYMNDRY,0.931818181818182,27.2727272727273,11
MH  mm 1 /04,OPLOHOR,2.90909090909091,18.1818181818182,11
ESSFwc 2 /08,EQUIARV,0.833333333333333,66.6666666666667,3
IDF xh 1 /103,SPIRLUC,2.83333333333333,58.3333333333333,12
MS  dm 2 /111,SORBSIT,0.0642857142857143,14.2857142857143,28
SBS wk 2 /06,VIOLREN,0.0166666666666667,16.6666666666667,18
ESSFxv 1 /01,POTEGLU,0.06,20,10
PP  xh 2 /103,ARTETRI,0.406451612903226,16.1290322580645,31
IDF xh 1 /110,HYPOPHY,0.357142857142857,14.2857142857143,28
MS  dm 2 /113,PLAGIOM,3.75,33.3333333333333,12
CWH ws 2 /07,DICRANU,1.41666666666667,16.6666666666667,12
CWH ws 2 /05,PLAGINS,4.25,37.5,8
IDF xk   /101,GAILARI,0.166666666666667,33.3333333333333,6
MS  dm 2 /105,ABIELAS,23.75,100,4
CWH ws 2 /05,ARUNDIO,1.25,25,8
ICH dk   /01,ROSAACI,0.181818181818182,27.2727272727273,11
SBS vk   /02,GYMNDRY,0.683333333333333,50,6
SBS dw 2 /06,CASTMIN,0.0578947368421053,36.8421052631579,19
ESSFmm 1 /01,MENZFER,9,100,2
SBS mc 2 /02,ORTHSEC,0.126666666666667,26.6666666666667,15
ICH mw 5 /104,EURYCON,0.07,13.3333333333333,15
ESSFxv 2 /06,PYROASA,2.11111111111111,22.2222222222222,9
ICH mc 2 /09,RIBELAC,4.75,100,4
ICH mk 4 /103,PAXIMYR,2.45,83.3333333333333,12
ICH mw 2 /101,PICEENE,0.608695652173913,13.0434782608696,23
ICH mw 3 /08,CORYCOR,0.833333333333333,16.6666666666667,18
CWH ws 2 /06,CAREMER,0.0465116279069768,4.65116279069768,43
SBS mw   /11,RUBUPUB,1.08333333333333,58.3333333333333,12
SBS mk 1 /01,PICEGLA,10.3413529411765,64.7058823529412,17
IDF dk 3 /01,BARBILO,0.0027027027027027,5.40540540540541,37
SBS dw 1 /09,CORNCAN,3.1,100,7
IDF xm   /10,ACHIMIL,0.17,40,10
BWBSmk   /110,VACCVIT,1.625,50,8
IDF xm   /04,SYMPALB,1,20,10
IDF dk 3 /08,SALIX,0.383333333333333,66.6666666666667,6
ESSFmv 3 /03,SHEPCAN,8,66.6666666666667,3
SBS mk 2 /05,BRACHYT,1.25,33.3333333333333,12
ESSFdc 2 /112,STREAMP,1.45555555555556,66.6666666666667,9
ICH wk 1 /104,BRYOFRE,0.0888888888888889,8.88888888888889,45
BWBSwk 1 /110,MITENUD,1.91666666666667,100,6
ESSFwm 2 /103,CLADCAN,0.0142857142857143,14.2857142857143,14
ICH mk 3 /01,MAIARAC,0.627777777777778,72.2222222222222,18
ESSFwmw  /103,ORTHSEC,0.106666666666667,20,15
MS  dm 1 /111,RHODCOL,0.0789473684210526,10.5263157894737,19
SBS mk 1 /01,PSEUMEN,1.04117647058824,29.4117647058824,17
ICH wk 2 /08,RUBUPAR,0.35,37.5,8
ICH mw 2 /101,ATHYFIL,0.0260869565217391,8.69565217391304,23
BWBSdk   /111,SALIBEB,0.266666666666667,13.3333333333333,15
ESSFwv   /07,VAHLATR,0.333333333333333,66.6666666666667,3
ESSFwv   /07,ARNICOR,5,100,3
ESSFwv   /07,GYMNDRY,4.33333333333333,66.6666666666667,3
SBS dw 3 /08,EQUISYL,1.3,62.5,8
MS  xk 1 /112,FRAGVIR,0.6875,37.5,8
ESSFwv   /07,ATHYFIL,1.33333333333333,66.6666666666667,3
ESSFwv   /07,ABIELAS,32.8333333333333,100,3
IDF dm 2 /103,MOSS,0.517241379310345,6.89655172413793,29
ESSFwv   /07,PARNFIM,5.4,100,3
ESSFwv   /07,NEOTCOR,0.333333333333333,66.6666666666667,3
SBS dw 1 /01,SHEPCAN,3.17297297297297,54.0540540540541,37
ESSFwv   /07,STRESTR,0.5,66.6666666666667,3
ESSFwv   /07,VERAVIR,4.33333333333333,100,3
ESSFwv   /07,TIARTRI2,0.333333333333333,66.6666666666667,3
ESSFwv   /07,VACCOVL,6.83333333333333,66.6666666666667,3
ESSFdkw  /103,ANTELAN,0.260869565217391,17.3913043478261,23
ESSFwv   /07,BARBLYC,0.833333333333333,66.6666666666667,3
BWBSmk   /111,SALIPSE,0.0276595744680851,6.38297872340426,47
ICH dm   /112,ORTHSEC,0.166666666666667,33.3333333333333,6
ESSFwv   /07,PECTPET,0.5,66.6666666666667,3
ESSFwcw  /103,CASSMER,1.4625,53.125,32
ESSFwv   /07,SANIUNC,13.3333333333333,66.6666666666667,3
ESSFwv   /07,VIOLGLA,0.5,66.6666666666667,3
ESSFwv   /07,SENETRI,0.5,66.6666666666667,3
ESSFwv   /07,RUBUPED,1.66666666666667,66.6666666666667,3
ESSFwv   /06,MENZFER,9.42,90,10
ESSFwk 2 /03,VERAVIR,1.1,70,10
ESSFwv   /06,BRACOED,2.2,20,10
ESSFwv   /06,STRESTR,0.6,40,10
ESSFwv   /06,LYCOANN,0.31,70,10
ESSFwv   /06,VACCMEM,1.97,70,10
ESSFwv   /06,POLYALI1,0.15,30,10
ESSFwv   /06,OPLOHOR,31.4,100,10
ESSFwv   /06,MNIUSPN,0.6,30,10
ESSFwm 4 /110,ALNUALN2,0.56,40,10
ESSFwv   /06,ACTARUB,0.5,50,10
ESSFwv   /06,DICRFUS,0.3,30,10
BWBSmk   /Ws15,DASIFRU,2.57142857142857,42.8571428571429,7
MS  dk   /Wb15,RHODGRO,30.1666666666667,100,6
SBPSmc   /06,VIOLPAL,0.416666666666667,50,6
MS  dm 2 /111,EURYCON,0.125,17.8571428571429,28
ICH dk   /09,CAREDIS,0.55,100,2
IDF mw 2 /02,POLYJUN,0.3,40,5
ICH mw 5 /104,NEOTCOR,0.04,13.3333333333333,15
SBS mh   /07,PETAFRI3,0.025,25,8
SBS wk 1 /07,SPIRDOU,1.04375,25,16
SBS mw   /04,CLADECM,0.0143571428571429,21.4285714285714,14
ESSFwm 2 /112,SPHASQU,1.15714285714286,42.8571428571429,7
ESSFvc   /03,CLADONI,0.125,25,8
SBS wk 1 /08,OSMOBER,0.041,25,20
ESSFmh   /110,PAXIMYR,0.561904761904762,33.3333333333333,21
ESSFdh 1 /101,BRYOFUS,0.333333333333333,16.6666666666667,12
CWH mm 2 /03,NEOTCOR,0.125,25,20
MS  xv   /01,HIERUMB,0.00323529411764706,4.41176470588235,68
SBS wk 3 /06,FRAGVIR,0.0428571428571429,42.8571428571429,7
CWH mm 2 /03,PINUMON,0.4,15,20
BWBSdk   /112,SALIX,3.9125,43.75,16
IDF dm 2 /103,KOELMAC,0.689655172413793,41.3793103448276,29
BWBSdk   /Wb09,MITENUD,0.171904761904762,47.6190476190476,21
ESSFwh 3 /111,OSMOBER,0.281,55,20
ICH vk 1 /03,THUJPLI,29.375,100,4
ESSFdcw  /110,BRACHYT,4.875,50,8
SBS wk 3 /06,GALITRF,0.0714285714285714,71.4285714285714,7
ICH wk 1 /113,VIOLGLA,0.777777777777778,22.2222222222222,9
IDF xh 2 /101,MNIUSPN,0.198039215686275,21.5686274509804,51
MS  dk   /102,CLADONI,0.1,20,10
ICH wk 1 /110,MAIASTE,0.0593220338983051,6.77966101694915,59
ICH wk 2 /01,RHYTROB,7.52380952380952,66.6666666666667,21
ICH mc 1 /01,STRELAN,0.418918918918919,21.6216216216216,37
BWBSmw   /103,VIOLCAN,0.008,8,25
SBS wk 1 /08,MONEUNI,0.0265,35,20
SBS vk   /06,DRYOEXP,3.75,100,4
IDF dk 4 /08,PELTIGE,8.66666666666667,100,3
ESSFwc 2 /05,LYCOANN,0.611111111111111,33.3333333333333,9
PP  xh 1 /103,CALOMAC,0.222222222222222,44.4444444444444,9
ICH wk 2 /04,ORTHSEC,1.43636363636364,90.9090909090909,11
SBPSxc   /04,CORNCAN,1.15555555555556,55.5555555555556,9
MS  xk 1 /110,CORNCAN,7.13636363636364,100,11
ICH mw 4 /114,MERTPAN,0.17,60,5
ICH mw 4 /111,GYMNDRY,17.5,100,6
ICH mw 3 /04,BERBAQU,1.75862068965517,79.3103448275862,29
ICH wk 1 /110,POPUTRI,0.220338983050847,5.08474576271187,59
ICH mw 4 /112,PICEENG,0.666666666666667,19.0476190476191,21
SBS mc 2 /07,GOODOBL,0.14375,25,16
ICH vk 1 /112,GYMNDRY,0.625,50,4
SBS mh   /07,RHYTTRI,4.65,62.5,8
MS  dk   /110,PICEGLA,3.49117647058824,11.7647058823529,34
SBS vk   /08,ABIELAS,8.83333333333333,50,6
SBS mw   /06,VACCOVL,0.190909090909091,18.1818181818182,11
CWH ws 2 /08,ARABLYT,0.0428571428571428,9.52380952380952,21
MS  dm 1 /101,PSEUMEN1,1.88235294117647,41.1764705882353,17
ESSFwcw  /110,RANUESC,1.38333333333333,33.3333333333333,12
SBPSdc   /05,CLADMIT,0.2,57.1428571428571,7
MS  dm 2 /101,BRYOFRE,0.266666666666667,9.33333333333333,75
BWBSdk   /104,BRACHYT,0.761194029850746,2.98507462686567,67
IDF xw   /04,PENSFRU,0.075,75,4
SBS dw 1 /03,CALARUB,11.3333333333333,83.3333333333333,6
SBPSdc   /06,EQUISCI,0.25,50,4
IDF dm 2 /104,SILEMEN,0.0416666666666667,5.55555555555556,36
SBPSdc   /02,PIPTPUG,0.55,100,4
SBS wk 1 /06,GAULHIS,0.132142857142857,17.8571428571429,28
ESSFwh 3 /101,MNIUM,0.203703703703704,7.40740740740741,27
SBPSxc   /01,ORTHSEC,0.0253061224489796,18.3673469387755,49
ICH vc   /04,ABIELAS,4,100,4
ESSFmv 3 /08,RIBELAC,0.3,40,5
SBPSmk   /03,HIERUMB,0.3,100,2
ICH mc 1 /02,HYLOSPL,16,100,2
MS  dm 2 /105,PTILCRI,6.75,100,4
IDF xm   /03,STEREOC,0.26,60,5
ESSFxv 2 /01,TRISSPI,0.06,40,20
IDF xh 1 /106,ARNIFUL,0.188888888888889,22.2222222222222,9
IDF dk 2 /101,LUPISER,0.0347524752475248,2.97029702970297,101
MS  dw   /101,PELTAPH,1,18.1818181818182,11
SBPSxc   /04,THALOCC,0.133333333333333,55.5555555555556,9
MS  xk 1 /110,VERAVIR,0.872727272727273,36.3636363636364,11
MS  xk 1 /104,JUNICOM,0.241666666666667,25,24
ESSFwc 3 /01,HYPNDIE,2.004,12,25
ICH wk 4 /08,GALITRF,1.6,87.5,8
